Date,Citywide,Administration for Child Services,Department of Social Services,Board of Correction,Board of Elections,Business Integrity Commission,Civilian Complaint Review Board,Department for the Aging,Department of Buildings,Department of Citywide Administrative Services,Department of Consumer Affairs,Department of Correction,Department of Design and Construction,Department of Education,Department of Emergency Management,Department of Environmental Protection,Department of Finance,Department of Health and Mental Hygiene,Department of Homeless Services,Department of Information Technology and Telecommunications,Department of Parks and Recreation,Department of Probation,Department of Sanitation,Department of Small Business Services,Department of Transportation,Department of Veterans’ Services,Department of Youth and Community Development,District Attorney—Kings County,District Attorney—New York,District Attorney—Queens County,District Attorney—Richmond County,Equal Employment Practices Commission,Financial Information Services Agency,Fire Department,Housing Preservation and Development,Mayoralty,Miscellaneous,NYC Taxi and Limousine Commission,Office of Administrative Tax Appeals,Office of Administrative Trials and Hearings,Office of Special Narcotics,Office of the Actuary,Office of the Comptroller,Police Department,District Attorney Bronx County,Independent Budget Office,Law Department
2021 Jan 21 12:00:00 AM,"$213,913 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$102,875 ",$0 ,$0 ,$0 ,"$101,840 ",$0 ,$0 ,"$9,198 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Jan 22 12:00:00 AM,"$175,464 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$160,440 ",$0 ,$0 ,$0 ,"$15,024 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Jan 25 12:00:00 AM,"$635,934 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$212,277 ","$176,147 ",$0 ,$0 ,$0 ,"$243,589 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,921 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Jan 26 12:00:00 AM,"$2,155,591 ","$84,695 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$139,092 ",$0 ,$0 ,$0 ,"$194,767 ","$1,666,682 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$37,485 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$26,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$6,620 ",$0 ,$0 ,$0 
2021 Jan 27 12:00:00 AM,"$23,372,088 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$20,437,500 ",$0 ,$0 ,"$1,246,858 ","$85,542 ",$0 ,"$40,000 ",$0 ,"$146,569 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,115,619 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$300,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Jan 28 12:00:00 AM,"$3,605,872 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,284,775 ",$0 ,"$20,000 ",$0 ,"$2,101,097 ",$0 ,$0 ,$0 ,$0 ,"$200,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Jan 29 12:00:00 AM,"$6,503,323 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$49,800 ",$0 ,$0 ,$0 ,"$89,872 ","$766,825 ",$0 ,$0 ,"$1,768,702 ","$3,726,519 ",$0 ,$0 ,$0 ,$0 ,"$21,605 ","$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 01 12:00:00 AM,"$86,238 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$18,600 ",$0 ,$0 ,$0 ,"$67,638 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 02 12:00:00 AM,"$57,372,388 ",$0 ,"$15,606,805 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$41,738,462 ",$0 ,$0 ,"$15,458 ","$10,476 ",$0 ,$0 ,$0 ,"$1,187 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 03 12:00:00 AM,"$34,527,871 ",$0 ,"$33,945,102 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$358,265 ","$76,470 ",$0 ,$0 ,$0 ,"$109,519 ","$11,515 ",$0 ,$0 ,"$27,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 04 12:00:00 AM,"$2,384,561 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,181,581 ","$71,657 ",$0 ,$0 ,$0 ,"$66,324 ",$0 ,"$4,950 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$17,010 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$43,039 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 05 12:00:00 AM,"$9,150,992 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,"$2,629,133 ","$85,362 ",$0 ,"$1,284,079 ",$0 ,"$170,284 ",$0 ,$0 ,$0 ,$0 ,"$4,982,133 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 06 12:00:00 AM,"$1,235 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,235 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 08 12:00:00 AM,"$96,825 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$64,245 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$32,580 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 09 12:00:00 AM,"$4,471,383 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,266,695 ",$0 ,"$1,100 ",$0 ,"$85,440 ","$116,702 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,446 ",$0 ,$0 ,$0 
2021 Feb 10 12:00:00 AM,"$771,354 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$14,319 ","$60,690 ","$350,000 ",$0 ,"$237,345 ",$0 ,$0 ,$0 ,$0 ,"$109,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 11 12:00:00 AM,"$3,692,398 ",$0 ,"$55,918 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,135,377 ",$0 ,$0 ,"$2,496 ","$148,035 ",$0 ,$0 ,"$9,572 ",$0 ,$0 ,$0 ,"$340,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 12 12:00:00 AM,"$1,247,116 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,193,866 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$53,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 16 12:00:00 AM,"$509,084 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$483,650 ",$0 ,$0 ,$0 ,"$25,434 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 17 12:00:00 AM,"$99,939 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$99,939 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 18 12:00:00 AM,"$4,057,991 ",$0 ,"$3,570 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,689,854 ","$3,496 ",$0 ,$0 ,"$2,330,935 ",$0 ,$0 ,"$2,733 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$27,403 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 19 12:00:00 AM,"$61,309 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$30,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$13,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$17,809 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 22 12:00:00 AM,"$1,409,241 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,389,658 ","$2,033 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$17,550 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 23 12:00:00 AM,"$23,624,669 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$341,040 ",$0 ,"$23,273,879 ",$0 ,$0 ,$0 ,"$9,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 24 12:00:00 AM,"$3,840,972 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$329 ,$0 ,"$1,356 ",$0 ,"$3,670,562 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$168,725 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 25 12:00:00 AM,"$769,733 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$118,628 ",$0 ,$297 ,"$650,808 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Feb 26 12:00:00 AM,"$265,957 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$265,957 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 01 12:00:00 AM,"$30,359,150 ",$0 ,$0 ,$0 ,"$520,000 ",$0 ,$0 ,$0 ,$0 ,"$29,625,000 ",$0 ,$0 ,$0 ,"$2,683 ",$0 ,$0 ,$0 ,"$127,793 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$83,674 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 02 12:00:00 AM,"$31,061 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$31,061 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 03 12:00:00 AM,"$45,168,354 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,106,344 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$44,062,010 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 04 12:00:00 AM,"$6,209,894 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$969 ,$0 ,$0 ,$0 ,$0 ,"$122,105 ",$0 ,$0 ,$0 ,"$6,084,987 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,833 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 05 12:00:00 AM,"$899,325 ",$0 ,$0 ,$0 ,"$15,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,651 ","$9,857 ",$0 ,$0 ,"$508,279 ","$343,667 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$16,121 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 08 12:00:00 AM,"$479,012 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,279 ","$163,390 ",$0 ,$0 ,"$222,703 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$8,640 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 09 12:00:00 AM,"$28,187 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$9,457 ",$0 ,"$18,730 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 10 12:00:00 AM,"$29,552,364 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$195 ,$0 ,$0 ,"$15,402,746 ","$13,189,423 ",$0 ,$0 ,$0 ,"$840,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 11 12:00:00 AM,"$16,578,786 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$15,475,304 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,103,482 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 12 12:00:00 AM,"$14,274,884 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$14,182,433 ",$0 ,$0 ,$0 ,"$4,586 ",$0 ,"$7,844 ",$0 ,"$80,021 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 13 12:00:00 AM,$485 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$485 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 15 12:00:00 AM,"$7,653 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$7,653 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 16 12:00:00 AM,"$1,772,536 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$332,257 ","$1,189,500 ",$0 ,"$19,560 ",$0 ,"$153,427 ",$0 ,$0 ,$0 ,"$77,792 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 17 12:00:00 AM,"$14,199,007 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,842,370 ",$0 ,$0 ,$0 ,"$449,996 ","$5,007,234 ",$0 ,$0 ,"$355,666 ",$0 ,"$3,540,381 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,360 ",$0 ,$0 ,$0 ,$0 
2021 Mar 18 12:00:00 AM,"$2,654,226 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,232 ",$0 ,$0 ,$0 ,"$5,244 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,643,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 19 12:00:00 AM,"$1,427,113 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$27,113 ","$1,300,000 ",$0 ,$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 22 12:00:00 AM,"$464,597 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$56 ,$0 ,"$116,995 ",$0 ,"$3,146 ",$0 ,"$344,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 23 12:00:00 AM,"$21,064,171 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$9,980,700 ",$0 ,$0 ,$0 ,"$14,115 ",$0 ,$0 ,$0 ,"$11,069,356 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 24 12:00:00 AM,"$81,969,754 ","$65,000 ","$77,190 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$684,000 ",$0 ,$0 ,$0 ,"$169,177 ","$47,474,786 ",$0 ,$0 ,"$1,944,467 ","$5,914,568 ","$2,014,702 ",$0 ,$0 ,"$23,495,893 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$80,417 ",$0 ,$0 ,$0 ,"$49,554 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 25 12:00:00 AM,"$562,279 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$20,000 ",$0 ,"$31,531 ",$0 ,"$98,373 ",$0 ,"$297,690 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$114,685 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 26 12:00:00 AM,"$25,712,941 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$16,276,332 ","$8,967,838 ","$2,728 ",$0 ,$493 ,$0 ,"$465,550 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 29 12:00:00 AM,"$6,427,306 ","$19,947 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$346 ,"$3,843,922 ",$0 ,$0 ,"$2,531,091 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$32,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2021 Mar 30 12:00:00 AM,"$3,323,485 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,173,252 ",$0 ,$0 ,$0 ,"$905,337 ",$0 ,$0 ,$0 ,"$231,826 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$13,070 ",$0 ,$0 ,$0 
